V1	V2	V3	V4	V5	V6
H2_Rhizo_Litter_49_scaffold_62267_1	H2_Rhizo_Litter_49_scaffold_62267_1	K03320	3	1010	-1
H1_Rhizo_Litter_3_20344_1	H1_Rhizo_Litter_3_20344_1	K03320	3	1250	-1
H1_Rhizo_Litter_3_7440_2	H1_Rhizo_Litter_3_7440_2	K03320	1116	1802	-1
H2_Rhizo_31_scaffold_20386_1	H2_Rhizo_31_scaffold_20386_1	K03320	143	1150	1
H1_Rhizo_25_scaffold_26876_1	H1_Rhizo_25_scaffold_26876_1	K03320	331	1086	1
H2_Rhizo_Litter_8_scaffold_8605_2	H2_Rhizo_Litter_8_scaffold_8605_2	K03320	858	1508	-1
H4_Bulk_Litter_22_scaffold_20728_3	H4_Bulk_Litter_22_scaffold_20728_3	K03320	538	1236	-1
H3_Rhizo_Litter_14_scaffold_8012_1	H3_Rhizo_Litter_14_scaffold_8012_1	K03320	3	608	1
H4_Bulk_Litter_23_scaffold_28053_2	H4_Bulk_Litter_23_scaffold_28053_2	K03320	338	1003	-1
H1_Rhizo_26_FD_scaffold_5564_1	H1_Rhizo_26_FD_scaffold_5564_1	K03320	1	1077	1
H4_Bulk_Litter_24_scaffold_27152_2	H4_Bulk_Litter_24_scaffold_27152_2	K03320	463	1164	-1
H2_Rhizo_Litter_49_scaffold_71082_2	H2_Rhizo_Litter_49_scaffold_71082_2	K03320	402	1079	-1
H4_Rhizo_Litter_21_scaffold_30979_1	H4_Rhizo_Litter_21_scaffold_30979_1	K03320	3	671	1
H3_Rhizo_Litter_14_scaffold_27090_1	H3_Rhizo_Litter_14_scaffold_27090_1	K03320	82	1080	1
H3_Bulk_Litter_17_scaffold_24356_1	H3_Bulk_Litter_17_scaffold_24356_1	K03320	1	687	1
H2_Rhizo_33_scaffold_14404_2	H2_Rhizo_33_scaffold_14404_2	K03320	636	1382	1
H2_Rhizo_32_scaffold_32938_1	H2_Rhizo_32_scaffold_32938_1	K03320	2	658	1
H4_Bulk_Litter_24_scaffold_39018_1	H4_Bulk_Litter_24_scaffold_39018_1	K03320	3	653	1
H1_Rhizo_25_scaffold_17041_2	H1_Rhizo_25_scaffold_17041_2	K03320	301	1293	1
H2_Rhizo_Litter_7_scaffold_8943_1	H2_Rhizo_Litter_7_scaffold_8943_1	K03320	1	663	1
H4_Bulk_Litter_24_scaffold_20470_1	H4_Bulk_Litter_24_scaffold_20470_1	K03320	416	1279	-1
H4_Bulk_48_scaffold_27954_1	H4_Bulk_48_scaffold_27954_1	K03320	2	658	1
H3_Bulk_40_scaffold_4304_3	H3_Bulk_40_scaffold_4304_3	K03320	1301	1888	-1
H2_Bulk_36_scaffold_5422_1	H2_Bulk_36_scaffold_5422_1	K03320	115	1389	1
H4_Rhizo_Litter_19_scaffold_32141_2	H4_Rhizo_Litter_19_scaffold_32141_2	K03320	397	1050	-1
H1_Rhizo_25_scaffold_17547_1	H1_Rhizo_25_scaffold_17547_1	K03320	2	1246	-1
H2_Rhizo_Litter_8_scaffold_19270_1	H2_Rhizo_Litter_8_scaffold_19270_1	K03320	2	1108	-1
H3_Bulk_Litter_17_scaffold_34697_1	H3_Bulk_Litter_17_scaffold_34697_1	K03320	2	640	1
H4_Bulk_48_scaffold_28733_1	H4_Bulk_48_scaffold_28733_1	K03320	2	607	1
H4_Bulk_Litter_22_scaffold_23207_1	H4_Bulk_Litter_22_scaffold_23207_1	K03320	2	631	1
H2_Bulk_Litter_10_scaffold_9057_2	H2_Bulk_Litter_10_scaffold_9057_2	K03320	357	1337	1
H2_Rhizo_Litter_8_scaffold_53061_2	H2_Rhizo_Litter_8_scaffold_53061_2	K03320	463	1326	1
H4_Bulk_Litter_24_scaffold_31355_1	H4_Bulk_Litter_24_scaffold_31355_1	K03320	2	694	1
H4_Bulk_Litter_24_scaffold_39904_1	H4_Bulk_Litter_24_scaffold_39904_1	K03320	2	679	1
H4_Bulk_Litter_24_scaffold_37154_2	H4_Bulk_Litter_24_scaffold_37154_2	K03320	390	1043	-1
H4_Bulk_Litter_24_scaffold_30659_1	H4_Bulk_Litter_24_scaffold_30659_1	K03320	2	658	1
H4_Bulk_Litter_24_scaffold_30710_2	H4_Bulk_Litter_24_scaffold_30710_2	K03320	426	1115	-1
H3_Bulk_Litter_17_scaffold_35530_1	H3_Bulk_Litter_17_scaffold_35530_1	K03320	2	658	1
H3_Bulk_40_scaffold_18618_2	H3_Bulk_40_scaffold_18618_2	K03320	480	1121	-1
H4_Bulk_Litter_22_scaffold_34739_1	H4_Bulk_Litter_22_scaffold_34739_1	K03320	1	648	1
H4_Bulk_Litter_22_scaffold_31302_2	H4_Bulk_Litter_22_scaffold_31302_2	K03320	439	1068	-1
H2_Rhizo_Litter_49_scaffold_52439_3	H2_Rhizo_Litter_49_scaffold_52439_3	K03320	551	1207	-1
H1_Rhizo_27_scaffold_5764_3	H1_Rhizo_27_scaffold_5764_3	K03320	1215	1808	-1
H4_Rhizo_43_scaffold_28435_1	H4_Rhizo_43_scaffold_28435_1	K03320	3	614	1
H1_Rhizo_25_scaffold_29463_2	H1_Rhizo_25_scaffold_29463_2	K03320	413	1048	-1
H4_Bulk_Litter_24_scaffold_26809_1	H4_Bulk_Litter_24_scaffold_26809_1	K03320	2	661	1
H4_Rhizo_Litter_21_scaffold_19288_2	H4_Rhizo_Litter_21_scaffold_19288_2	K03320	464	1075	-1
H4_Rhizo_45_scaffold_35157_3	H4_Rhizo_45_scaffold_35157_3	K03320	425	1039	-1
H4_Bulk_Litter_24_scaffold_35025_1	H4_Bulk_Litter_24_scaffold_35025_1	K03320	1	654	1
H4_Bulk_Litter_24_scaffold_13830_3	H4_Bulk_Litter_24_scaffold_13830_3	K03320	857	1453	-1
H1_Rhizo_Litter_3_26474_2	H1_Rhizo_Litter_3_26474_2	K03320	440	1129	-1
H2_Rhizo_Litter_8_scaffold_20029_1	H2_Rhizo_Litter_8_scaffold_20029_1	K03320	1	753	1
H4_Rhizo_43_scaffold_27570_2	H4_Rhizo_43_scaffold_27570_2	K03320	499	1086	-1
H4_Bulk_Litter_22_scaffold_28293_2	H4_Bulk_Litter_22_scaffold_28293_2	K03320	468	1106	-1
H4_Rhizo_43_scaffold_34633_2	H4_Rhizo_43_scaffold_34633_2	K03320	378	1001	-1
H3_Rhizo_37_scaffold_7709_1	H3_Rhizo_37_scaffold_7709_1	K03320	3	1019	1
H1_Bulk_Litter_5_scaffold_35658_2	H1_Bulk_Litter_5_scaffold_35658_2	K03320	423	1007	-1
H4_Bulk_Litter_24_scaffold_27878_3	H4_Bulk_Litter_24_scaffold_27878_3	K03320	523	1152	-1
H2_Rhizo_Litter_49_scaffold_62592_2	H2_Rhizo_Litter_49_scaffold_62592_2	K03320	498	1133	-1
H4_Bulk_Litter_22_scaffold_34072_1	H4_Bulk_Litter_22_scaffold_34072_1	K03320	3	650	1
H4_Bulk_48_scaffold_24512_1	H4_Bulk_48_scaffold_24512_1	K03320	1	639	1
H4_Bulk_47_scaffold_16923_2	H4_Bulk_47_scaffold_16923_2	K03320	829	1278	1
H4_Bulk_Litter_24_scaffold_24823_3	H4_Bulk_Litter_24_scaffold_24823_3	K03320	544	1197	-1
H4_Bulk_Litter_24_scaffold_30711_1	H4_Bulk_Litter_24_scaffold_30711_1	K03320	2	622	1
H2_Bulk_Litter_12_scaffold_12719_2	H2_Bulk_Litter_12_scaffold_12719_2	K03320	833	1414	-1
H2_Bulk_Litter_50_scaffold_12723_2	H2_Bulk_Litter_50_scaffold_12723_2	K03320	833	1414	-1
H2_Bulk_36_scaffold_78698_1	H2_Bulk_36_scaffold_78698_1	K03320	33	629	-1
H3_Rhizo_Litter_14_scaffold_32059_1	H3_Rhizo_Litter_14_scaffold_32059_1	K03320	1	564	1
H2_Rhizo_Litter_49_scaffold_245552_1	H2_Rhizo_Litter_49_scaffold_245552_1	K03320	2	487	-1
H4_Bulk_46_scaffold_208472_1	H4_Bulk_46_scaffold_208472_1	K03320	1	528	-1
H1_Rhizo_26_FD_scaffold_18727_2	H1_Rhizo_26_FD_scaffold_18727_2	K03320	670	1203	-1
H1_Rhizo_25_scaffold_28534_1	H1_Rhizo_25_scaffold_28534_1	K03320	1	519	-1
H2_Bulk_Litter_12_scaffold_17076_1	H2_Bulk_Litter_12_scaffold_17076_1	K03320	3	650	-1
H2_Bulk_Litter_50_scaffold_17076_1	H2_Bulk_Litter_50_scaffold_17076_1	K03320	3	650	-1
H4_Bulk_Litter_22_scaffold_21764_3	H4_Bulk_Litter_22_scaffold_21764_3	K03320	529	1215	-1
H3_Bulk_41_scaffold_23970_2	H3_Bulk_41_scaffold_23970_2	K03320	118	1107	-1
H1_Rhizo_25_scaffold_14873_1	H1_Rhizo_25_scaffold_14873_1	K03320	1	672	1
H1_Bulk_Litter_6_scaffold_5469_1	H1_Bulk_Litter_6_scaffold_5469_1	K03320	1	516	-1
H4_Rhizo_43_scaffold_24666_1	H4_Rhizo_43_scaffold_24666_1	K03320	3	590	1
H2_Rhizo_Litter_49_scaffold_63435_1	H2_Rhizo_Litter_49_scaffold_63435_1	K03320	2	610	1
H3_Rhizo_37_scaffold_48027_1	H3_Rhizo_37_scaffold_48027_1	K03320	3	578	-1
H4_Bulk_Litter_24_scaffold_35273_2	H4_Bulk_Litter_24_scaffold_35273_2	K03320	492	1064	-1
H2_Rhizo_Litter_49_scaffold_56460_1	H2_Rhizo_Litter_49_scaffold_56460_1	K03320	3	602	1
H4_Bulk_47_scaffold_20864_3	H4_Bulk_47_scaffold_20864_3	K03320	609	1193	-1
H1_Rhizo_26_FD_scaffold_26884_1	H1_Rhizo_26_FD_scaffold_26884_1	K03320	3	1049	-1
H3_Rhizo_Litter_14_scaffold_21049_1	H3_Rhizo_Litter_14_scaffold_21049_1	K03320	2	610	1
H1_Bulk_Litter_6_scaffold_20909_1	H1_Bulk_Litter_6_scaffold_20909_1	K03320	23	580	-1
H4_Bulk_Litter_24_scaffold_39122_3	H4_Bulk_Litter_24_scaffold_39122_3	K03320	472	1026	-1
H2_Rhizo_Litter_49_scaffold_26243_3	H2_Rhizo_Litter_49_scaffold_26243_3	K03320	945	1544	-1
H4_Rhizo_Litter_21_scaffold_6005_2	H4_Rhizo_Litter_21_scaffold_6005_2	K03320	386	922	-1
H4_Bulk_47_scaffold_14385_3	H4_Bulk_47_scaffold_14385_3	K03320	794	1348	-1
H2_Bulk_Litter_11_2553_1	H2_Bulk_Litter_11_2553_1	K03320	2	532	1
H1_Bulk_Litter_6_scaffold_1114_4	H1_Bulk_Litter_6_scaffold_1114_4	K03320	2311	2868	-1
H3_Bulk_Litter_16_8768_2	H3_Bulk_Litter_16_8768_2	K03320	830	1387	-1
H1_Rhizo_25_scaffold_24717_1	H1_Rhizo_25_scaffold_24717_1	K03320	3	545	-1
H4_Bulk_Litter_22_scaffold_36441_1	H4_Bulk_Litter_22_scaffold_36441_1	K03320	1	552	1
H2_Bulk_Litter_12_scaffold_13170_1	H2_Bulk_Litter_12_scaffold_13170_1	K03320	3	848	-1
H2_Bulk_Litter_50_scaffold_13163_1	H2_Bulk_Litter_50_scaffold_13163_1	K03320	3	848	-1
H2_Bulk_36_scaffold_3829_1	H2_Bulk_36_scaffold_3829_1	K03320	3	938	1
H2_Rhizo_32_scaffold_30524_1	H2_Rhizo_32_scaffold_30524_1	K03320	1	633	1
H4_Bulk_Litter_24_scaffold_35850_1	H4_Bulk_Litter_24_scaffold_35850_1	K03320	1	1056	-1
H1_Rhizo_26_FD_scaffold_30147_3	H1_Rhizo_26_FD_scaffold_30147_3	K03320	440	1003	-1
H2_Rhizo_Litter_49_scaffold_59234_1	H2_Rhizo_Litter_49_scaffold_59234_1	K03320	3	716	-1
H2_Rhizo_Litter_49_scaffold_66914_1	H2_Rhizo_Litter_49_scaffold_66914_1	K03320	2	535	-1
H2_Rhizo_Litter_8_scaffold_256_1	H2_Rhizo_Litter_8_scaffold_256_1	K03320	2	586	1
H4_Rhizo_Litter_21_scaffold_24866_1	H4_Rhizo_Litter_21_scaffold_24866_1	K03320	1	546	1
H1_Rhizo_Litter_3_3859_1	H1_Rhizo_Litter_3_3859_1	K03320	3	716	-1
H2_Bulk_Litter_12_scaffold_13370_2	H2_Bulk_Litter_12_scaffold_13370_2	K03320	488	1387	1
H2_Bulk_Litter_50_scaffold_13359_2	H2_Bulk_Litter_50_scaffold_13359_2	K03320	488	1387	1
H2_Bulk_Litter_10_scaffold_11030_1	H2_Bulk_Litter_10_scaffold_11030_1	K03320	421	1242	1
H4_Bulk_Litter_22_scaffold_26907_1	H4_Bulk_Litter_22_scaffold_26907_1	K03320	2	589	1
H3_Bulk_40_scaffold_25335_1	H3_Bulk_40_scaffold_25335_1	K03320	2	541	1
H2_Bulk_36_scaffold_2329_4	H2_Bulk_36_scaffold_2329_4	K03320	838	1767	-1
H2_Rhizo_32_scaffold_31036_2	H2_Rhizo_32_scaffold_31036_2	K03320	410	1036	1
H1_Rhizo_25_scaffold_29988_1	H1_Rhizo_25_scaffold_29988_1	K03320	1	594	1
H4_Bulk_47_scaffold_23810_1	H4_Bulk_47_scaffold_23810_1	K03320	1	519	1
H2_Rhizo_Litter_49_scaffold_4869_1	H2_Rhizo_Litter_49_scaffold_4869_1	K03320	1	522	1
H4_Rhizo_Litter_21_scaffold_20751_1	H4_Rhizo_Litter_21_scaffold_20751_1	K03320	108	710	1
H4_Rhizo_Litter_21_scaffold_27052_1	H4_Rhizo_Litter_21_scaffold_27052_1	K03320	2	517	1
H2_Rhizo_31_scaffold_7995_1	H2_Rhizo_31_scaffold_7995_1	K03320	1	981	1
H1_Rhizo_25_scaffold_28311_1	H1_Rhizo_25_scaffold_28311_1	K03320	1	1029	-1
H3_Rhizo_37_scaffold_48027_2	H3_Rhizo_37_scaffold_48027_2	K03320	530	1024	-1
H4_Bulk_Litter_24_scaffold_33511_1	H4_Bulk_Litter_24_scaffold_33511_1	K03320	1	552	1
H4_Bulk_Litter_23_scaffold_125109_2	H4_Bulk_Litter_23_scaffold_125109_2	K03320	227	1054	-1
H1_Bulk_Litter_5_scaffold_20698_1	H1_Bulk_Litter_5_scaffold_20698_1	K03320	3	893	-1
H1_Bulk_Litter_6_scaffold_2464_2	H1_Bulk_Litter_6_scaffold_2464_2	K04751	1716	2054	-1
H1_Rhizo_Litter_3_3860_2	H1_Rhizo_Litter_3_3860_2	K04751	1757	2095	-1
H3_Bulk_Litter_17_scaffold_3172_3	H3_Bulk_Litter_17_scaffold_3172_3	K04751	2186	2524	-1
H1_Bulk_30_scaffold_2021_1	H1_Bulk_30_scaffold_2021_1	K04751	145	483	1
H3_Bulk_Litter_17_scaffold_6001_1	H3_Bulk_Litter_17_scaffold_6001_1	K04751	1	387	1
H2_Rhizo_Litter_8_scaffold_3165_3	H2_Rhizo_Litter_8_scaffold_3165_3	K04751	1691	2125	-1
H3_Bulk_Litter_17_scaffold_4937_2	H3_Bulk_Litter_17_scaffold_4937_2	K04751	1917	2282	-1
H3_Bulk_Litter_17_scaffold_6755_2	H3_Bulk_Litter_17_scaffold_6755_2	K04751	1661	2026	-1
H2_Bulk_35_scaffold_12344_2	H2_Bulk_35_scaffold_12344_2	K04751	942	1310	-1
H2_Bulk_34_3138_1	H2_Bulk_34_3138_1	K04751	1	447	1
H4_Rhizo_43_scaffold_14954_3	H4_Rhizo_43_scaffold_14954_3	K04751	614	952	-1
H1_Rhizo_Litter_1_scaffold_3211_1	H1_Rhizo_Litter_1_scaffold_3211_1	K04751	3	455	1
H1_Rhizo_27_scaffold_14225_1	H1_Rhizo_27_scaffold_14225_1	K04751	3	365	1
H3_Bulk_Litter_16_4022_1	H3_Bulk_Litter_16_4022_1	K04751	3	461	1
H1_Bulk_Litter_4_scaffold_2422_1	H1_Bulk_Litter_4_scaffold_2422_1	K04751	1	462	1
H1_Bulk_Litter_6_scaffold_2387_1	H1_Bulk_Litter_6_scaffold_2387_1	K04751	3	473	1
H1_Bulk_29_scaffold_2553_1	H1_Bulk_29_scaffold_2553_1	K04751	2	511	1
H4_Rhizo_44_scaffold_11327_2	H4_Rhizo_44_scaffold_11327_2	K04751	1620	2129	-1
H1_Bulk_29_scaffold_14938_2	H1_Bulk_29_scaffold_14938_2	K04751	526	864	-1
H2_Bulk_35_scaffold_5870_2	H2_Bulk_35_scaffold_5870_2	K04751	803	1141	1
H2_Rhizo_32_scaffold_9188_2	H2_Rhizo_32_scaffold_9188_2	K04751	309	647	1
H3_Bulk_40_scaffold_4405_2	H3_Bulk_40_scaffold_4405_2	K04751	1270	1608	-1
H3_Rhizo_Litter_14_scaffold_24236_2	H3_Rhizo_Litter_14_scaffold_24236_2	K04751	660	998	-1
H4_Bulk_47_scaffold_3642_2	H4_Bulk_47_scaffold_3642_2	K04751	507	845	-1
H4_Bulk_48_scaffold_30249_2	H4_Bulk_48_scaffold_30249_2	K04751	139	477	-1
H4_Bulk_Litter_22_scaffold_25883_2	H4_Bulk_Litter_22_scaffold_25883_2	K04751	455	793	-1
H4_Rhizo_43_scaffold_26443_2	H4_Rhizo_43_scaffold_26443_2	K04751	719	1057	-1
H4_Rhizo_Litter_20_scaffold_20411_2	H4_Rhizo_Litter_20_scaffold_20411_2	K04751	396	734	1
H3_Bulk_42_scaffold_17573_2	H3_Bulk_42_scaffold_17573_2	K04751	767	1105	-1
H1_Rhizo_27_scaffold_25708_1	H1_Rhizo_27_scaffold_25708_1	K04751	2	598	1
H2_Rhizo_33_scaffold_9410_2	H2_Rhizo_33_scaffold_9410_2	K04751	868	1293	-1
H3_Bulk_41_scaffold_8551_2	H3_Bulk_41_scaffold_8551_2	K04751	636	1061	1
H4_Bulk_46_scaffold_34121_2	H4_Bulk_46_scaffold_34121_2	K04751	520	858	1
H1_Rhizo_26_FD_scaffold_14302_1	H1_Rhizo_26_FD_scaffold_14302_1	K04751	1	408	1
H1_Rhizo_26_FD_scaffold_20873_2	H1_Rhizo_26_FD_scaffold_20873_2	K04751	1395	1844	-1
H4_Rhizo_45_scaffold_33655_1	H4_Rhizo_45_scaffold_33655_1	K04751	2	469	1
H4_Bulk_46_scaffold_19844_1	H4_Bulk_46_scaffold_19844_1	K04751	101	439	1
H4_Bulk_46_scaffold_44816_1	H4_Bulk_46_scaffold_44816_1	K04751	114	461	1
H2_Bulk_36_scaffold_1983_2	H2_Bulk_36_scaffold_1983_2	K04751	1480	1842	-1
H1_Rhizo_25_scaffold_5135_1	H1_Rhizo_25_scaffold_5135_1	K04751	1	372	1
H1_Rhizo_25_scaffold_7377_1	H1_Rhizo_25_scaffold_7377_1	K04751	119	457	1
H4_Rhizo_Litter_19_scaffold_10309_1	H4_Rhizo_Litter_19_scaffold_10309_1	K04751	244	624	1
H1_Rhizo_27_scaffold_12872_1	H1_Rhizo_27_scaffold_12872_1	K04751	85	465	1
H4_Bulk_47_scaffold_23618_1	H4_Bulk_47_scaffold_23618_1	K04751	47	427	1
H4_Bulk_Litter_22_scaffold_24315_1	H4_Bulk_Litter_22_scaffold_24315_1	K04751	2	391	1
H2_Rhizo_Litter_49_scaffold_42874_2	H2_Rhizo_Litter_49_scaffold_42874_2	K04751	898	1299	-1
H1_Rhizo_25_scaffold_29889_1	H1_Rhizo_25_scaffold_29889_1	K04751	259	606	1
H1_Rhizo_25_scaffold_29433_2	H1_Rhizo_25_scaffold_29433_2	K04751	243	581	1
H2_Rhizo_Litter_49_scaffold_55675_1	H2_Rhizo_Litter_49_scaffold_55675_1	K04751	3	401	1
H4_Bulk_46_scaffold_5374_1	H4_Bulk_46_scaffold_5374_1	K04751	2	406	1
H2_Rhizo_Litter_49_scaffold_9073_3	H2_Rhizo_Litter_49_scaffold_9073_3	K04751	1616	1954	-1
H1_Bulk_Litter_5_scaffold_13572_2	H1_Bulk_Litter_5_scaffold_13572_2	K04751	756	1094	-1
H1_Bulk_Litter_5_scaffold_4892_3	H1_Bulk_Litter_5_scaffold_4892_3	K04751	1658	1996	-1
H2_Bulk_Litter_10_scaffold_16723_2	H2_Bulk_Litter_10_scaffold_16723_2	K04751	541	879	-1
H2_Rhizo_Litter_49_scaffold_19123_1	H2_Rhizo_Litter_49_scaffold_19123_1	K04751	157	495	1
H3_Bulk_Litter_16_10630_1	H3_Bulk_Litter_16_10630_1	K04751	135	473	1
H3_Bulk_40_scaffold_14727_2	H3_Bulk_40_scaffold_14727_2	K04751	831	1169	-1
H3_Bulk_Litter_16_3103_2	H3_Bulk_Litter_16_3103_2	K04751	1581	1919	-1
H4_Bulk_Litter_22_scaffold_23113_1	H4_Bulk_Litter_22_scaffold_23113_1	K04751	1	459	1
H4_Bulk_Litter_24_scaffold_15119_1	H4_Bulk_Litter_24_scaffold_15119_1	K04751	3	467	1
H1_Bulk_30_scaffold_17695_1	H1_Bulk_30_scaffold_17695_1	K04751	110	490	1
H1_Rhizo_25_scaffold_12672_2	H1_Rhizo_25_scaffold_12672_2	K04751	905	1243	-1
H3_Bulk_40_scaffold_15444_2	H3_Bulk_40_scaffold_15444_2	K04751	846	1205	-1
H1_Bulk_Litter_6_scaffold_16767_2	H1_Bulk_Litter_6_scaffold_16767_2	K04751	626	964	-1
H1_Rhizo_25_scaffold_7684_1	H1_Rhizo_25_scaffold_7684_1	K04751	216	554	1
H2_Rhizo_31_scaffold_8834_1	H2_Rhizo_31_scaffold_8834_1	K04751	78	416	1
H2_Rhizo_33_scaffold_3639_1	H2_Rhizo_33_scaffold_3639_1	K04751	139	477	1
H2_Rhizo_Litter_49_scaffold_63615_1	H2_Rhizo_Litter_49_scaffold_63615_1	K04751	141	479	1
H1_Rhizo_25_scaffold_12320_2	H1_Rhizo_25_scaffold_12320_2	K04751	1082	1462	-1
H3_Bulk_42_scaffold_3447_2	H3_Bulk_42_scaffold_3447_2	K04751	1537	1929	-1
H3_Bulk_Litter_17_scaffold_8185_1	H3_Bulk_Litter_17_scaffold_8185_1	K04751	76	414	1
H1_Rhizo_27_scaffold_3534_3	H1_Rhizo_27_scaffold_3534_3	K04751	1760	2098	-1
H3_Bulk_40_scaffold_4320_2	H3_Bulk_40_scaffold_4320_2	K04751	1214	1552	-1
H1_Rhizo_26_FD_scaffold_23318_1	H1_Rhizo_26_FD_scaffold_23318_1	K04751	222	602	1
H2_Rhizo_Litter_49_scaffold_45392_2	H2_Rhizo_Litter_49_scaffold_45392_2	K04751	824	1273	-1
H3_Bulk_Litter_17_scaffold_16196_1	H3_Bulk_Litter_17_scaffold_16196_1	K04751	49	387	1
H2_Bulk_35_scaffold_20035_2	H2_Bulk_35_scaffold_20035_2	K04751	181	519	1
H3_Bulk_42_scaffold_18777_2	H3_Bulk_42_scaffold_18777_2	K04751	251	589	1
H4_Bulk_47_scaffold_8025_2	H4_Bulk_47_scaffold_8025_2	K04751	457	795	1
H2_Rhizo_33_scaffold_8661_2	H2_Rhizo_33_scaffold_8661_2	K04751	1078	1416	-1
H3_Rhizo_37_scaffold_4400_1	H3_Rhizo_37_scaffold_4400_1	K04751	22	360	1
H1_Rhizo_25_scaffold_5145_3	H1_Rhizo_25_scaffold_5145_3	K04751	1622	1993	-1
H1_Bulk_Litter_5_scaffold_21567_1	H1_Bulk_Litter_5_scaffold_21567_1	K04751	2	370	1
H4_Rhizo_44_scaffold_12908_2	H4_Rhizo_44_scaffold_12908_2	K04751	908	1309	-1
H2_Bulk_Litter_11_20012_2	H2_Bulk_Litter_11_20012_2	K04751	766	1104	-1
H4_Bulk_Litter_23_scaffold_22673_2	H4_Bulk_Litter_23_scaffold_22673_2	K04751	619	969	-1
H1_Rhizo_25_scaffold_18652_1	H1_Rhizo_25_scaffold_18652_1	K04751	1	372	1
H2_Rhizo_Litter_49_scaffold_15586_2	H2_Rhizo_Litter_49_scaffold_15586_2	K04751	1473	1847	-1
H4_Bulk_Litter_22_scaffold_23989_2	H4_Bulk_Litter_22_scaffold_23989_2	K04751	800	1174	-1
H4_Bulk_Litter_23_scaffold_4277_1	H4_Bulk_Litter_23_scaffold_4277_1	K04751	2	376	1
H4_Bulk_46_scaffold_6068_2	H4_Bulk_46_scaffold_6068_2	K04751	132	482	1
H4_Bulk_47_scaffold_2275_2	H4_Bulk_47_scaffold_2275_2	K04751	131	481	1
H4_Bulk_48_scaffold_21871_2	H4_Bulk_48_scaffold_21871_2	K04751	699	1049	-1
H4_Rhizo_45_scaffold_35272_2	H4_Rhizo_45_scaffold_35272_2	K04751	568	918	-1
H1_Bulk_29_scaffold_6321_2	H1_Bulk_29_scaffold_6321_2	K04751	656	994	-1
H1_Bulk_Litter_4_scaffold_16048_2	H1_Bulk_Litter_4_scaffold_16048_2	K04751	500	838	1
H1_Bulk_Litter_5_scaffold_12673_2	H1_Bulk_Litter_5_scaffold_12673_2	K04751	734	1072	-1
H1_Rhizo_25_scaffold_12779_2	H1_Rhizo_25_scaffold_12779_2	K04751	441	779	1
H1_Rhizo_Litter_3_6392_2	H1_Rhizo_Litter_3_6392_2	K04751	437	775	1
H2_Bulk_34_7169_2	H2_Bulk_34_7169_2	K04751	612	950	-1
H2_Bulk_Litter_11_10158_2	H2_Bulk_Litter_11_10158_2	K04751	671	1009	-1
H2_Bulk_Litter_12_scaffold_15740_2	H2_Bulk_Litter_12_scaffold_15740_2	K04751	497	835	-1
H2_Bulk_Litter_50_scaffold_15733_2	H2_Bulk_Litter_50_scaffold_15733_2	K04751	497	835	-1
H2_Rhizo_31_scaffold_10910_2	H2_Rhizo_31_scaffold_10910_2	K04751	695	1033	-1
H2_Rhizo_33_scaffold_12163_2	H2_Rhizo_33_scaffold_12163_2	K04751	677	1015	1
H2_Rhizo_Litter_49_scaffold_9924_2	H2_Rhizo_Litter_49_scaffold_9924_2	K04751	1115	1453	-1
H4_Bulk_46_scaffold_42057_1	H4_Bulk_46_scaffold_42057_1	K04751	47	385	-1
H4_Bulk_47_scaffold_9613_2	H4_Bulk_47_scaffold_9613_2	K04751	492	830	-1
H4_Bulk_48_scaffold_19559_2	H4_Bulk_48_scaffold_19559_2	K04751	258	596	-1
H4_Bulk_Litter_22_scaffold_33431_1	H4_Bulk_Litter_22_scaffold_33431_1	K04751	32	370	-1
H4_Bulk_Litter_24_scaffold_36793_2	H4_Bulk_Litter_24_scaffold_36793_2	K04751	676	1014	1
H4_Rhizo_43_scaffold_7201_2	H4_Rhizo_43_scaffold_7201_2	K04751	252	590	-1
H4_Rhizo_45_scaffold_31084_1	H4_Rhizo_45_scaffold_31084_1	K04751	36	374	-1
H4_Rhizo_Litter_19_scaffold_29030_1	H4_Rhizo_Litter_19_scaffold_29030_1	K04751	36	374	-1
H1_Rhizo_Litter_1_scaffold_826_1	H1_Rhizo_Litter_1_scaffold_826_1	K04751	1	378	1
H1_Bulk_Litter_5_scaffold_24142_2	H1_Bulk_Litter_5_scaffold_24142_2	K04751	759	1172	-1
H1_Bulk_30_scaffold_11826_1	H1_Bulk_30_scaffold_11826_1	K04751	176	514	1
H1_Bulk_Litter_5_scaffold_30703_1	H1_Bulk_Litter_5_scaffold_30703_1	K04751	29	367	1
H1_Rhizo_25_scaffold_28695_1	H1_Rhizo_25_scaffold_28695_1	K04751	132	470	1
H2_Bulk_Litter_11_20908_1	H2_Bulk_Litter_11_20908_1	K04751	24	362	1
H2_Rhizo_Litter_49_scaffold_74069_1	H2_Rhizo_Litter_49_scaffold_74069_1	K04751	26	364	1
H3_Bulk_42_scaffold_16421_1	H3_Bulk_42_scaffold_16421_1	K04751	32	370	1
H1_Bulk_29_scaffold_14185_2	H1_Bulk_29_scaffold_14185_2	K04751	901	1239	-1
H2_Rhizo_Litter_49_scaffold_21333_1	H2_Rhizo_Litter_49_scaffold_21333_1	K04751	3	341	1
H1_Bulk_Litter_4_scaffold_1481_1	H1_Bulk_Litter_4_scaffold_1481_1	K04751	3	434	1
